Time Since Start, Startboard, Stardboard ADC, Port, Port ADC, Front, Back, RPM ,,,
22.61354709,0.340738722,26,-10.85320169,57,55,1,0,,,
22.64546299,0.340738722,26,-10.85320169,57,55,1,0,,,
22.67751622,0.681477443,27,-11.20330497,56,54,1,0,,,
22.70956874,0.340738722,26,-10.85320169,57,51,1,0,,,
22.74158835,0.340738722,26,-10.85320169,57,55,1,0,,,
22.77371645,0.340738722,26,-10.85320169,57,52,0,0,,,
22.80523658,0.340738722,26,-9.802891853,60,46,1,0,,,
22.83729434,-0.340738722,24,-10.85320169,57,59,1,0,,,
22.86978674,0.340738722,26,-10.85320169,57,46,1,0,,,
22.90116096,0,25,-10.85320169,57,55,0,0,,,
22.93315983,0.340738722,26,-10.85320169,57,51,1,0,,,
22.96556067,0.340738722,26,-10.85320169,57,55,1,0,,,
22.99756718,0,25,-10.85320169,57,49,1,0,,,
23.02942324,0.340738722,26,-10.85320169,57,53,1,0,,,
23.06167006,0.340738722,26,-10.50309841,58,52,0,0,,,
23.09362364,0.340738722,26,-10.85320169,57,53,1,0,,,
23.12571001,0.340738722,26,-10.85320169,57,54,0,0,,,
23.15771818,0.340738722,26,-10.50309841,58,54,0,0,,,
23.18993425,0.340738722,26,-10.85320169,57,56,0,0,,,
23.22201467,0.340738722,26,-10.85320169,57,55,1,0,,,
23.25383687,-0.340738722,24,-10.85320169,57,54,1,0,,,
23.2856729,0.340738722,26,-11.20330497,56,55,1,0,,,
23.31743431,0.681477443,27,-10.85320169,57,55,1,0,,,
23.34986591,0.340738722,26,-10.50309841,58,58,0,0,,,
23.38201141,0.340738722,26,-10.85320169,57,54,1,0,,,
23.41354513,0,25,-10.85320169,57,54,1,0,,,
23.44587278,0.340738722,26,-10.85320169,57,53,0,0,,,
23.4775641,0.340738722,26,-10.85320169,57,53,1,0,,,
23.51002932,0.340738722,26,-10.85320169,57,52,0,0,,,
23.54159236,0.681477443,27,-10.85320169,57,54,0,0,,,
23.57355499,0,25,-10.85320169,57,57,1,0,,,
23.60614586,0.340738722,26,-10.85320169,57,54,1,0,,,
23.63773131,0,25,-10.15299513,59,54,1,0,,,
23.67000055,0.340738722,26,-10.50309841,58,51,1,0,,,
23.70219898,0.340738722,26,-10.85320169,57,55,1,0,,,
23.73415637,0.340738722,26,-10.85320169,57,55,1,0,,,
23.76622772,0.340738722,26,-10.15299513,59,55,1,0,,,
23.79780316,0.340738722,26,-10.85320169,57,57,1,0,,,
23.83038545,0,25,-10.85320169,57,52,1,0,,,
23.86232352,0.340738722,26,-10.50309841,58,54,1,0,,,
23.89462662,0.340738722,26,-10.85320169,57,55,1,0,,,
23.92605782,0.340738722,26,-10.85320169,57,56,1,0,,,
23.95789456,0.340738722,26,-10.85320169,57,49,1,0,,,
23.99028301,0.340738722,26,-10.85320169,57,55,1,0,,,
24.02243519,0,25,-11.20330497,56,54,0,0,,,
24.05443954,0.340738722,26,-11.20330497,56,55,1,0,,,
24.08632731,0.681477443,27,-10.85320169,57,55,1,0,,,
24.11854625,0.340738722,26,-10.50309841,58,50,1,0,,,
24.15061593,0.340738722,26,-10.85320169,57,55,0,0,,,
24.18253899,0.681477443,27,-10.85320169,57,55,1,0,,,
24.21443796,-0.340738722,24,-10.85320169,57,55,1,0,,,
24.24668145,0.340738722,26,-10.85320169,57,56,0,0,,,
24.27866197,0.340738722,26,-10.85320169,57,50,1,0,,,
24.3106401,0.340738722,26,-10.50309841,58,55,1,0,,,
24.34253645,0.340738722,26,-10.85320169,57,56,0,0,,,
24.37419748,0,25,-10.85320169,57,56,1,0,,,
24.40648103,0.340738722,26,-10.85320169,57,52,1,0,,,
24.43847919,0.340738722,26,-10.85320169,57,55,0,0,,,
24.47073007,0.340738722,26,-10.85320169,57,55,1,0,,,
24.50257611,0.340738722,26,-10.85320169,57,56,1,0,,,
24.53478169,0.340738722,26,-10.50309841,58,55,1,0,,,
24.56679416,0.340738722,26,-10.85320169,57,51,1,0,,,
24.59878612,0.340738722,26,-10.85320169,57,58,1,0,,,
24.6309936,0.340738722,26,-10.85320169,57,55,1,0,,,
24.66277122,0,25,-10.85320169,57,55,0,0,,,
24.69490552,0.340738722,26,-10.85320169,57,54,0,0,,,
24.72690082,0,25,-9.802891853,60,56,1,0,,,
24.7589426,0.340738722,26,-10.85320169,57,54,0,0,,,
24.79066873,0.340738722,26,-10.85320169,57,55,0,0,,,
24.82273412,0,25,-11.20330497,56,54,0,0,,,
24.85452867,0,25,-10.85320169,57,55,0,0,,,
24.88676047,0.340738722,26,-10.85320169,57,54,1,0,,,
24.91873407,0.340738722,26,-10.85320169,57,55,1,0,,,
