Time Since Start, Startboard, Stardboard ADC, Port, Port ADC, Front, Back, RPM ,,,,,
19.24521327,22.48875562,92,-10.50309841,27,0,-1,1620,,,,,
19.27704883,23.17023307,94,-10.85320169,26,0,0,1620,,,,,
19.30924177,23.85171051,96,-10.85320169,26,0,-1,1620,,,,,
19.34111643,22.48875562,92,-11.20330497,25,0,0,1680,,,,,
19.3731389,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
19.40516186,19.76284585,84,-10.85320169,26,0,0,1620,,,,,
19.437217,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
19.46925545,20.10358457,85,-11.20330497,25,0,0,1680,,,,,
19.50126863,19.76284585,84,-11.20330497,25,0,0,1620,,,,,
19.53324151,22.48875562,92,-11.20330497,25,0,1,1620,,,,,
19.56529427,23.51097179,95,-11.20330497,25,-1,-1,1620,,,,,
19.59730363,23.17023307,94,-11.20330497,25,0,0,1620,,,,,
19.63100743,23.85171051,96,-11.55340826,24,-1,0,1560,,,,,
19.66112018,19.76284585,84,-11.20330497,25,0,-1,1620,,,,,
19.69322705,21.46653946,89,-11.20330497,25,-1,0,1680,,,,,
19.7254076,19.76284585,84,-10.85320169,26,0,1,1680,,,,,
19.7574985,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
19.78945088,19.76284585,84,-11.20330497,25,0,0,1620,,,,,
19.82150578,22.48875562,92,-11.20330497,25,0,-1,1620,,,,,
19.85350227,23.17023307,94,-10.85320169,26,0,0,1560,,,,,
19.88550663,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
19.91752744,19.42210713,83,-11.55340826,24,0,0,1620,,,,,
19.9494772,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
19.98158455,20.44432329,86,-11.20330497,25,0,0,1680,,,,,
20.01358461,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
20.04566932,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
20.07769442,22.82949434,93,-11.55340826,24,0,0,1680,,,,,
20.10974789,22.48875562,92,-11.55340826,24,0,-1,1680,,,,,
20.14138865,22.48875562,92,-11.20330497,25,0,0,1620,,,,,
20.17389393,22.82949434,93,-11.20330497,25,-1,-1,1620,,,,,
20.20588899,21.12580074,88,-11.20330497,25,0,0,1620,,,,,
20.2537837,22.1480169,91,-10.85320169,26,-1,0,1680,,,,,
20.28579259,24.19244923,97,-10.50309841,27,-1,0,1620,,,,,
20.31784964,24.19244923,97,-10.85320169,26,-1,0,1620,,,,,
20.35013413,24.53318795,98,-11.20330497,25,-1,0,1620,,,,,
20.38185215,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
20.41388488,19.08136841,82,-12.25361482,22,0,0,1560,,,,,
20.44693089,19.76284585,84,-11.20330497,25,1,-1,1620,,,,,
20.47775006,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
20.50996804,22.1480169,91,-11.20330497,25,0,0,1620,,,,,
20.54226279,22.48875562,92,-11.20330497,25,0,-1,1620,,,,,
20.57399964,23.85171051,96,-11.20330497,25,0,0,1680,,,,,
20.60624051,23.17023307,94,-11.20330497,25,-1,0,1620,,,,,
20.63804293,24.53318795,98,-11.20330497,25,0,0,1680,,,,,
20.67008758,21.80727818,90,-10.50309841,27,-1,0,1620,,,,,
20.70209932,20.78506201,87,-10.85320169,26,0,0,1620,,,,,
20.7341001,21.12580074,88,-10.85320169,26,0,0,1620,,,,,
20.76627851,20.44432329,86,-11.55340826,24,0,0,1620,,,,,
20.79819155,21.12580074,88,-10.85320169,26,-1,0,1620,,,,,
20.83020902,23.51097179,95,-10.85320169,26,0,0,1620,,,,,
20.8622539,23.17023307,94,-11.20330497,25,-1,0,1620,,,,,
20.89447188,23.85171051,96,-11.20330497,25,-1,0,1620,,,,,
20.92615199,23.17023307,94,-11.20330497,25,0,1,1620,,,,,
20.95854068,21.46653946,89,-11.20330497,25,-1,0,1620,,,,,
20.99027705,22.1480169,91,-11.20330497,25,-1,0,1620,,,,,
21.0223484,19.76284585,84,-10.50309841,27,0,0,1620,,,,,
21.0542798,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
21.08640337,20.78506201,87,-11.55340826,24,0,0,1620,,,,,
21.13442087,22.1480169,91,-10.85320169,26,0,0,1680,,,,,
21.16634154,20.10358457,85,-10.85320169,26,0,0,1620,,,,,
21.19845343,20.44432329,86,-11.20330497,25,0,1,1620,,,,,
21.23049593,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
21.26409268,22.82949434,93,-11.20330497,25,0,0,1680,,,,,
21.31029773,24.87392667,99,-11.20330497,25,-1,0,1680,,,,,
21.34269333,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
21.37472868,22.82949434,93,-11.20330497,25,0,-1,1620,,,,,
21.40644217,22.82949434,93,-11.20330497,25,0,0,1620,,,,,
21.43860865,22.48875562,92,-10.85320169,26,0,0,1620,,,,,
21.47063851,21.46653946,89,-11.20330497,25,0,0,1620,,,,,
21.50245166,23.17023307,94,-11.20330497,25,0,0,1620,,,,,
21.53468227,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
21.56672168,21.12580074,88,-11.20330497,25,-1,1,1620,,,,,
21.59874153,19.76284585,84,-10.85320169,26,0,0,1620,,,,,
21.63075757,18.39989096,80,-11.20330497,25,0,0,1620,,,,,
21.66261196,21.46653946,89,-11.20330497,25,0,0,1620,,,,,
21.69468355,23.51097179,95,-10.85320169,26,-1,0,1680,,,,,
21.72678661,22.82949434,93,-10.50309841,27,0,0,1620,,,,,
21.75897217,20.44432329,86,-11.20330497,25,-1,0,1620,,,,,
21.79087281,23.51097179,95,-10.85320169,26,0,-1,1620,,,,,
21.82290554,21.46653946,89,-11.20330497,25,-1,0,1680,,,,,
21.8549583,19.42210713,83,-11.20330497,25,-1,0,1620,,,,,
21.88698459,19.08136841,82,-11.20330497,25,1,0,1680,,,,,
21.91898441,18.05915224,79,-11.20330497,25,0,0,1620,,,,,
21.95098639,20.78506201,87,-10.85320169,26,0,1,1620,,,,,
21.98300743,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
22.01517057,22.48875562,92,-11.55340826,24,-1,0,1620,,,,,
22.04712582,19.42210713,83,-11.90351154,23,1,0,1620,,,,,
22.08064461,20.44432329,86,-11.20330497,25,0,1,1620,,,,,
22.11117435,23.17023307,94,-11.20330497,25,0,-1,1620,,,,,
22.14301085,19.08136841,82,-11.20330497,25,0,0,1620,,,,,
22.17523885,18.39989096,80,-11.20330497,25,0,1,1620,,,,,
22.20742178,21.12580074,88,-11.55340826,24,1,0,1680,,,,,
22.23924589,21.12580074,88,-11.20330497,25,-1,0,1680,,,,,
22.271245,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
22.30333877,22.48875562,92,-11.55340826,24,-1,0,1620,,,,,
22.3352809,23.17023307,94,-10.85320169,26,0,1,1620,,,,,
22.36742401,21.46653946,89,-11.90351154,23,-1,0,1620,,,,,
22.39934802,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
22.43137598,19.76284585,84,-11.20330497,25,0,1,1680,,,,,
22.46331382,19.76284585,84,-11.20330497,25,1,-1,1680,,,,,
22.4956646,20.10358457,85,-11.90351154,23,1,-1,1680,,,,,
22.52724242,19.08136841,82,-11.20330497,25,0,0,1680,,,,,
22.5594492,21.12580074,88,-11.20330497,25,0,0,1680,,,,,
22.59148812,23.51097179,95,-11.55340826,24,0,-1,1620,,,,,
22.62356877,23.51097179,95,-11.20330497,25,-1,0,1680,,,,,
22.6557436,21.12580074,88,-11.20330497,25,0,0,1620,,,,,
22.70329976,19.76284585,84,-11.20330497,25,-1,0,1680,,,,,
22.73563671,21.80727818,90,-11.20330497,25,-1,0,1680,,,,,
22.76783586,21.12580074,88,-10.85320169,26,0,-1,1680,,,,,
22.79955029,20.44432329,86,-11.20330497,25,0,1,1680,,,,,
22.83169103,20.44432329,86,-11.20330497,25,0,-1,1680,,,,,
22.86371613,19.42210713,83,-11.20330497,25,0,-1,1620,,,,,
22.89731622,19.42210713,83,-10.85320169,26,0,0,1680,,,,,
22.94363546,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
22.97587037,20.10358457,85,-10.85320169,26,1,0,1620,,,,,
23.00771666,19.42210713,83,-11.20330497,25,-1,0,1620,,,,,
23.04023576,20.10358457,85,-11.20330497,25,1,0,1620,,,,,
23.07178283,23.17023307,94,-11.20330497,25,0,0,1620,,,,,
23.10381079,22.1480169,91,-11.20330497,25,0,0,1680,,,,,
23.13584185,22.1480169,91,-11.20330497,25,0,0,1620,,,,,
23.16785717,21.12580074,88,-11.55340826,24,0,0,1560,,,,,
23.20003557,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
23.23218489,18.39989096,80,-11.20330497,25,0,0,1620,,,,,
23.26418686,18.39989096,80,-10.85320169,26,1,1,1620,,,,,
23.29597616,18.05915224,79,-10.50309841,27,0,0,1620,,,,,
23.32800508,20.44432329,86,-11.55340826,24,0,0,1680,,,,,
23.36007261,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
23.3921113,21.12580074,88,-11.20330497,25,0,1,1620,,,,,
23.42414236,22.1480169,91,-11.20330497,25,0,0,1620,,,,,
23.45616555,21.12580074,88,-11.20330497,25,-1,0,1620,,,,,
23.48833275,21.46653946,89,-10.85320169,26,0,1,1620,,,,,
23.52017689,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
23.55215001,18.74062969,81,-10.85320169,26,0,0,1680,,,,,
23.58422732,18.39989096,80,-11.20330497,25,0,-1,1620,,,,,
23.61624265,21.12580074,88,-11.20330497,25,0,0,1680,,,,,
23.64834309,22.48875562,92,-10.85320169,26,0,0,1680,,,,,
23.68024993,20.44432329,86,-11.20330497,25,0,-1,1680,,,,,
23.71344757,21.80727818,90,-10.85320169,26,0,0,1620,,,,,
23.74437165,22.1480169,91,-10.85320169,26,0,0,1620,,,,,
23.77640533,20.44432329,86,-11.90351154,23,0,1,1680,,,,,
23.80827308,21.80727818,90,-10.85320169,26,0,0,1680,,,,,
23.84043241,20.10358457,85,-11.55340826,24,0,0,1620,,,,,
23.87230682,20.10358457,85,-10.15299513,28,1,0,1620,,,,,
23.90451026,19.42210713,83,-11.20330497,25,0,0,1620,,,,,
23.93653536,21.12580074,88,-11.20330497,25,0,-1,1620,,,,,
23.96856165,22.48875562,92,-10.85320169,26,0,0,1680,,,,,
24.00055671,21.12580074,88,-11.20330497,25,0,0,1620,,,,,
24.03255939,21.46653946,89,-10.85320169,26,0,1,1620,,,,,
24.06467652,21.46653946,89,-11.20330497,25,-1,-1,1680,,,,,
24.09673166,20.10358457,85,-10.85320169,26,-1,0,1680,,,,,
24.12862563,19.08136841,82,-11.55340826,24,-1,0,1620,,,,,
24.16069579,20.10358457,85,-11.20330497,25,-1,0,1620,,,,,
24.19272566,18.74062969,81,-11.20330497,25,1,0,1680,,,,,
24.22481513,18.74062969,81,-11.20330497,25,0,0,1620,,,,,
24.25676084,21.12580074,88,-11.20330497,25,0,0,1620,,,,,
24.28876257,22.48875562,92,-11.20330497,25,0,0,1620,,,,,
24.32081962,21.12580074,88,-11.55340826,24,0,0,1620,,,,,
24.35307574,21.12580074,88,-11.20330497,25,0,0,1680,,,,,
24.38486075,19.42210713,83,-10.50309841,27,0,1,1560,,,,,
24.41693902,18.74062969,81,-11.20330497,25,0,0,1620,,,,,
24.46491265,19.42210713,83,-10.85320169,26,0,0,1620,,,,,
24.49698734,20.44432329,86,-11.20330497,25,0,-1,1620,,,,,
24.53020024,21.12580074,88,-11.55340826,24,0,0,1620,,,,,
24.56100893,19.08136841,82,-11.55340826,24,0,0,1620,,,,,
24.59313917,21.46653946,89,-11.20330497,25,1,0,1620,,,,,
24.62506461,20.10358457,85,-11.55340826,24,-1,0,1620,,,,,
24.65716958,21.80727818,90,-11.20330497,25,0,-1,1620,,,,,
24.68906212,22.82949434,93,-11.20330497,25,0,0,1620,,,,,
24.72108889,21.46653946,89,-11.20330497,25,0,1,1620,,,,,
24.75316715,21.46653946,89,-10.50309841,27,0,0,1620,,,,,
24.78518152,22.1480169,91,-11.20330497,25,0,0,1620,,,,,
24.81716895,21.12580074,88,-10.85320169,26,0,1,1680,,,,,
24.84916854,20.10358457,85,-11.20330497,25,0,-1,1680,,,,,
24.88124537,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
24.91322064,18.05915224,79,-11.20330497,25,1,1,1680,,,,,
24.94541383,18.74062969,81,-11.20330497,25,0,0,1620,,,,,
24.99327993,22.1480169,91,-11.20330497,25,0,0,1680,,,,,
25.0252676,19.76284585,84,-11.20330497,25,0,0,1680,,,,,
25.05713129,20.78506201,87,-10.85320169,26,0,0,1620,,,,,
25.08925056,20.78506201,87,-10.50309841,27,0,0,1620,,,,,
25.12158537,19.76284585,84,-11.20330497,25,1,0,1620,,,,,
25.15337658,22.82949434,93,-11.20330497,25,0,0,1620,,,,,
25.18560052,21.80727818,90,-11.20330497,25,0,0,1680,,,,,
25.21739006,20.78506201,87,-11.55340826,24,0,0,1680,,,,,
25.24963021,18.05915224,79,-11.55340826,24,0,0,1680,,,,,
25.28151202,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
25.31326032,19.42210713,83,-11.20330497,25,0,0,1620,,,,,
25.34660888,21.12580074,88,-10.50309841,27,0,0,1620,,,,,
25.37747931,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
25.40956187,22.48875562,92,-11.20330497,25,0,0,1680,,,,,
25.44161057,22.1480169,91,-11.20330497,25,0,0,1620,,,,,
25.47376466,23.17023307,94,-10.50309841,27,-1,0,1680,,,,,
25.50563574,21.80727818,90,-11.20330497,25,-1,0,1620,,,,,
25.53766704,21.46653946,89,-10.85320169,26,0,0,1620,,,,,
25.56969118,20.78506201,87,-11.20330497,25,-1,-1,1620,,,,,
25.60174942,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
25.63404632,21.12580074,88,-10.15299513,28,1,1,1680,,,,,
25.66577697,19.08136841,82,-11.20330497,25,0,0,1680,,,,,
25.69767261,23.17023307,94,-11.20330497,25,0,-1,1620,,,,,
25.72985959,24.87392667,99,-11.20330497,25,0,0,1680,,,,,
25.76185513,22.82949434,93,-11.20330497,25,-1,1,1620,,,,,
25.79373717,21.46653946,89,-11.20330497,25,0,0,1680,,,,,
25.82586241,22.1480169,91,-11.20330497,25,0,-1,1680,,,,,
25.85786653,20.10358457,85,-10.50309841,27,0,0,1620,,,,,
25.88989329,18.74062969,81,-11.20330497,25,0,1,1620,,,,,
25.92199659,18.05915224,79,-11.20330497,25,0,1,1620,,,,,
25.95419049,20.10358457,85,-11.20330497,25,0,1,1620,,,,,
25.98598886,22.1480169,91,-10.85320169,26,-1,1,1680,,,,,
26.01798749,20.10358457,85,-10.85320169,26,0,1,1620,,,,,
26.05006599,19.76284585,84,-11.20330497,25,0,0,1620,,,,,
26.08209157,20.44432329,86,-11.55340826,24,0,-1,1620,,,,,
26.11396646,19.76284585,84,-11.20330497,25,0,-1,1620,,,,,
26.14714885,19.76284585,84,-10.85320169,26,0,1,1560,,,,,
26.17818427,18.74062969,81,-11.20330497,25,0,0,1560,,,,,
26.21023965,20.44432329,86,-11.20330497,25,0,0,1680,,,,,
26.24226785,22.1480169,91,-10.85320169,26,0,0,1620,,,,,
26.27429914,22.1480169,91,-10.85320169,26,0,0,1620,,,,,
26.30633068,22.48875562,92,-11.20330497,25,0,0,1620,,,,,
26.33836055,20.78506201,87,-11.20330497,25,-1,0,1620,,,,,
26.37024951,18.74062969,81,-10.85320169,26,0,0,1620,,,,,
26.40227079,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
26.43452454,20.10358457,85,-11.20330497,25,0,-1,1620,,,,,
26.46632147,17.71841352,78,-11.20330497,25,1,-1,1680,,,,,
26.49858141,17.71841352,78,-11.20330497,25,0,1,1620,,,,,
26.53046918,19.42210713,83,-11.20330497,25,0,1,1680,,,,,
26.56265497,21.46653946,89,-11.55340826,24,0,0,1620,,,,,
26.59438896,22.82949434,93,-11.20330497,25,-1,0,1620,,,,,
26.62645936,23.17023307,94,-10.85320169,26,0,-1,1620,,,,,
26.6585021,23.85171051,96,-11.20330497,25,-1,0,1620,,,,,
26.69043779,21.80727818,90,-11.20330497,25,-1,0,1620,,,,,
26.72246766,21.46653946,89,-11.20330497,25,-1,0,1680,,,,,
26.75449872,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
26.78652978,20.10358457,85,-11.55340826,24,0,-1,1560,,,,,
26.81855965,20.44432329,86,-11.55340826,24,0,0,1620,,,,,
26.85057211,22.82949434,93,-11.20330497,25,0,0,1620,,,,,
26.88279939,23.17023307,94,-11.55340826,24,0,0,1560,,,,,
26.91463757,23.17023307,94,-11.20330497,25,-1,-1,1680,,,,,
26.94791293,21.12580074,88,-10.85320169,26,0,0,1620,,,,,
26.97870445,21.46653946,89,-10.85320169,26,0,0,1680,,,,,
27.01092124,19.42210713,83,-11.20330497,25,0,0,1620,,,,,
27.04281831,20.10358457,85,-11.20330497,25,-1,0,1680,,,,,
27.07479501,19.42210713,83,-11.20330497,25,1,-1,1620,,,,,
27.10701895,20.44432329,86,-10.85320169,26,0,0,1680,,,,,
27.13888264,21.12580074,88,-10.50309841,27,0,0,1680,,,,,
27.17088485,21.80727818,90,-10.85320169,26,0,0,1680,,,,,
27.20266509,22.1480169,91,-11.20330497,25,-1,-1,1560,,,,,
27.23469496,21.80727818,90,-11.20330497,25,0,0,1680,,,,,
27.26672626,20.78506201,87,-11.20330497,25,-1,1,1680,,,,,
27.29875636,20.78506201,87,-11.90351154,23,0,0,1620,,,,,
27.3307879,21.80727818,90,-11.20330497,25,0,0,1680,,,,,
27.36302686,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
27.39508653,20.44432329,86,-11.20330497,25,1,0,1620,,,,,
27.42707348,21.46653946,89,-10.50309841,27,0,0,1620,,,,,
27.45907068,22.1480169,91,-11.20330497,25,0,-1,1620,,,,,
27.49104309,22.1480169,91,-11.20330497,25,0,0,1620,,,,,
27.52317739,19.76284585,84,-11.20330497,25,0,0,1620,,,,,
27.55495214,19.42210713,83,-11.20330497,25,-1,-1,1620,,,,,
27.58691025,20.78506201,87,-11.20330497,25,-1,0,1680,,,,,
27.61904526,19.76284585,84,-10.85320169,26,0,1,1620,,,,,
27.651191,19.08136841,82,-11.55340826,24,0,0,1680,,,,,
27.68324757,20.10358457,85,-10.15299513,28,0,0,1620,,,,,
27.71529555,20.44432329,86,-11.55340826,24,0,0,1680,,,,,
27.74875832,21.12580074,88,-11.20330497,25,0,1,1680,,,,,
27.77930093,21.80727818,90,-10.85320169,26,0,-1,1680,,,,,
27.81135297,21.12580074,88,-11.20330497,25,-1,0,1680,,,,,
27.84329057,21.12580074,88,-10.85320169,26,-1,0,1620,,,,,
27.8753829,18.05915224,79,-11.20330497,25,-1,0,1680,,,,,
27.90738773,17.71841352,78,-10.85320169,26,0,0,1620,,,,,
27.93943548,16.35545863,74,-10.85320169,26,1,0,1620,,,,,
27.9714911,17.3776748,77,-11.20330497,25,0,0,1680,,,,,
28.00376987,20.44432329,86,-10.85320169,26,-1,0,1620,,,,,
28.03530049,22.82949434,93,-11.20330497,25,0,0,1620,,,,,
28.06733131,20.44432329,86,-11.20330497,25,0,0,1680,,,,,
28.0993619,22.1480169,91,-11.55340826,24,0,1,1680,,,,,
28.13139272,21.80727818,90,-10.85320169,26,0,0,1620,,,,,
28.16342378,21.12580074,88,-10.85320169,26,0,0,1620,,,,,
28.19562483,19.08136841,82,-10.50309841,27,0,1,1620,,,,,
28.22773957,19.76284585,84,-10.85320169,26,0,0,1680,,,,,
28.25980234,19.76284585,84,-10.85320169,26,-1,0,1680,,,,,
28.29166865,21.12580074,88,-11.20330497,25,-1,0,1620,,,,,
28.32367086,21.46653946,89,-11.20330497,25,-1,0,1620,,,,,
28.35580277,21.12580074,88,-10.85320169,26,0,0,1680,,,,,
28.38794708,21.80727818,90,-11.20330497,25,0,0,1680,,,,,
28.4198091,21.12580074,88,-11.20330497,25,-1,1,1620,,,,,
28.45195532,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
28.48375583,20.44432329,86,-11.20330497,25,0,0,1680,,,,,
28.51568723,21.80727818,90,-11.20330497,25,-1,0,1680,,,,,
28.54931092,21.46653946,89,-10.85320169,26,1,1,1620,,,,,
28.57984281,23.17023307,94,-10.85320169,26,-1,0,1620,,,,,
28.6118896,21.80727818,90,-11.20330497,25,0,-1,1620,,,,,
28.64409113,22.1480169,91,-11.20330497,25,-1,0,1620,,,,,
28.67582893,22.48875562,92,-10.85320169,26,-1,-1,1620,,,,,
28.70770311,20.44432329,86,-11.20330497,25,-1,0,1620,,,,,
28.74001336,21.46653946,89,-11.20330497,25,-1,1,1620,,,,,
28.77204132,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
28.80389738,20.78506201,87,-11.20330497,25,0,0,1680,,,,,
28.85197568,19.08136841,82,-10.85320169,26,0,1,1680,,,,,
28.88409877,19.42210713,83,-11.20330497,25,0,0,1620,,,,,
28.91612124,20.10358457,85,-10.85320169,26,-1,0,1620,,,,,
28.94805336,18.39989096,80,-11.20330497,25,0,0,1620,,,,,
28.98020458,20.10358457,85,-11.55340826,24,0,0,1680,,,,,
29.01211047,23.17023307,94,-10.85320169,26,0,1,1680,,,,,
29.04417014,22.48875562,92,-10.85320169,26,0,0,1620,,,,,
29.07642698,23.17023307,94,-10.15299513,28,0,0,1620,,,,,
29.10811591,23.17023307,94,-11.20330497,25,0,0,1680,,,,,
29.14020967,22.82949434,93,-11.20330497,25,0,0,1680,,,,,
29.1722765,21.80727818,90,-11.20330497,25,0,0,1680,,,,,
29.20435357,20.44432329,86,-11.20330497,25,0,-1,1680,,,,,
29.23638511,20.44432329,86,-11.20330497,25,0,0,1680,,,,,
29.26841569,20.10358457,85,-10.50309841,27,0,0,1620,,,,,
29.30044603,21.80727818,90,-10.85320169,26,0,0,1620,,,,,
29.33248401,21.80727818,90,-11.20330497,25,-1,-1,1620,,,,,
29.36580396,22.1480169,91,-11.20330497,25,0,0,1620,,,,,
29.41249466,21.80727818,90,-11.20330497,25,0,1,1620,,,,,
29.4444747,21.46653946,89,-11.20330497,25,0,-1,1560,,,,,
29.47626686,20.78506201,87,-11.20330497,25,-1,-1,1620,,,,,
29.50858903,22.48875562,92,-11.20330497,25,0,1,1620,,,,,
29.54054332,22.48875562,92,-11.20330497,25,-1,1,1680,,,,,
29.57242274,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
29.60467577,18.74062969,81,-11.20330497,25,0,0,1620,,,,,
29.63664293,19.76284585,84,-10.85320169,26,0,1,1620,,,,,
29.66869926,18.74062969,81,-10.15299513,28,0,1,1680,,,,,
29.70064569,19.08136841,82,-11.20330497,25,0,0,1620,,,,,
29.73272705,20.44432329,86,-11.20330497,25,1,0,1620,,,,,
29.76450872,22.82949434,93,-11.20330497,25,0,0,1620,,,,,
29.79668283,22.48875562,92,-11.20330497,25,0,1,1620,,,,,
29.82866955,22.48875562,92,-11.20330497,25,0,-1,1620,,,,,
29.86046624,24.19244923,97,-11.20330497,25,0,0,1740,,,,,
29.89277077,21.12580074,88,-10.85320169,26,-1,0,1620,,,,,
29.92502689,19.42210713,83,-11.20330497,25,0,0,1620,,,,,
29.95682311,21.80727818,90,-11.20330497,25,0,-1,1620,,,,,
29.98888898,20.44432329,86,-10.85320169,26,-1,0,1620,,,,,
30.02088904,20.44432329,86,-11.90351154,23,0,0,1620,,,,,
30.05281281,21.12580074,88,-10.85320169,26,-1,0,1620,,,,,
30.08496356,23.51097179,95,-10.15299513,28,0,0,1680,,,,,
30.11695004,21.80727818,90,-10.85320169,26,0,0,1620,,,,,
30.14915752,20.78506201,87,-11.20330497,25,0,1,1680,,,,,
30.18230724,22.48875562,92,-10.85320169,26,0,0,1680,,,,,
30.21321774,20.78506201,87,-10.85320169,26,0,0,1560,,,,,
30.24513483,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
30.2772727,19.76284585,84,-10.85320169,26,0,0,1620,,,,,
30.30932498,19.42210713,83,-11.20330497,25,0,0,1680,,,,,
30.34096766,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
30.37299776,21.46653946,89,-11.20330497,25,0,0,1680,,,,,
30.40502954,20.10358457,85,-11.20330497,25,0,0,1620,,,,,
30.43706036,22.1480169,91,-10.85320169,26,0,1,1620,,,,,
30.4690907,21.80727818,90,-11.20330497,25,-1,1,1680,,,,,
30.50112152,19.76284585,84,-11.55340826,24,0,-1,1680,,,,,
30.53327775,22.1480169,91,-11.20330497,25,0,0,1620,,,,,
30.56516504,20.78506201,87,-11.55340826,24,0,0,1680,,,,,
30.59734225,22.82949434,93,-10.85320169,26,0,0,1620,,,,,
30.62937498,22.1480169,91,-11.20330497,25,-1,1,1680,,,,,
30.66133428,23.51097179,95,-10.85320169,26,0,0,1680,,,,,
30.69317532,23.17023307,94,-11.20330497,25,-1,-1,1680,,,,,
30.72538424,21.80727818,90,-10.85320169,26,0,0,1620,,,,,
30.77343106,21.12580074,88,-11.20330497,25,0,0,1680,,,,,
30.80546069,22.48875562,92,-11.20330497,25,-1,0,1620,,,,,
30.83760405,23.17023307,94,-11.20330497,25,0,0,1620,,,,,
30.86926246,22.82949434,93,-11.20330497,25,0,-1,1620,,,,,
30.90154195,21.12580074,88,-11.55340826,24,0,0,1680,,,,,
30.93353987,20.10358457,85,-10.85320169,26,0,1,1560,,,,,
30.96558642,20.10358457,85,-11.20330497,25,0,-1,1620,,,,,
30.99929261,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
31.02965808,21.80727818,90,-10.85320169,26,0,1,1680,,,,,
31.06151128,22.1480169,91,-10.85320169,26,0,0,1620,,,,,
31.09365439,23.85171051,96,-11.20330497,25,0,-1,1620,,,,,
31.12568951,24.19244923,97,-10.85320169,26,0,0,1680,,,,,
31.15770006,22.1480169,91,-10.85320169,26,0,0,1620,,,,,
31.18972635,21.12580074,88,-11.20330497,25,0,0,1620,,,,,
31.22182298,21.80727818,90,-10.85320169,26,-1,0,1680,,,,,
31.25380254,20.44432329,86,-11.20330497,25,1,0,1620,,,,,
31.28588367,20.78506201,87,-11.55340826,24,0,0,1620,,,,,
31.31773758,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
31.34973502,23.17023307,94,-11.20330497,25,-1,-1,1620,,,,,
31.38205051,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
31.4137156,23.51097179,95,-11.20330497,25,0,0,1620,,,,,
31.44585681,23.51097179,95,-11.55340826,24,-1,1,1620,,,,,
31.47793484,22.48875562,92,-11.55340826,24,0,0,1620,,,,,
31.51024604,20.78506201,87,-11.20330497,25,0,0,1680,,,,,
31.54204082,20.44432329,86,-11.20330497,25,0,-1,1620,,,,,
31.57403946,20.44432329,86,-10.85320169,26,0,0,1680,,,,,
31.60606742,19.42210713,83,-11.55340826,24,1,0,1680,,,,,
31.6382916,20.78506201,87,-11.20330497,25,0,0,1620,,,,,
31.67003441,21.46653946,89,-11.20330497,25,0,1,1560,,,,,
31.7021451,23.51097179,95,-11.20330497,25,0,1,1680,,,,,
31.7340827,23.51097179,95,-11.20330497,25,0,0,1680,,,,,
31.76617742,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
31.79963017,21.80727818,90,-11.20330497,25,0,0,1620,,,,,
31.83029127,22.82949434,93,-11.20330497,25,0,0,1620,,,,,
31.86207008,20.44432329,86,-11.20330497,25,0,0,1680,,,,,
31.89423513,20.78506201,87,-10.85320169,26,0,0,1620,,,,,
31.92622399,20.44432329,86,-11.20330497,25,0,0,1620,,,,,
31.95820069,23.17023307,94,-10.50309841,27,0,-1,1620,,,,,
31.99033141,23.51097179,95,-10.85320169,26,0,0,1620,,,,,
