Time Since Start, Front, Front ADC, Back, Back ADC, RPM ,,,,
23.63145995,0,57,8.402478731,50,1560,,,,
23.66372442,0.681477443,59,8.402478731,50,1560,,,,
23.69558096,0,57,8.402478731,50,1620,,,,
23.72783422,0,57,7.002065609,46,1620,,,,
23.75970221,0.340738722,58,7.35216889,47,1560,,,,
23.79138565,0,57,8.402478731,50,1560,,,,
23.82361484,0,57,9.452788573,53,1500,,,,
23.85561395,0,57,9.452788573,53,1500,,,,
23.88814569,0,57,9.452788573,53,1560,,,,
23.91967487,1.022216165,60,9.102685292,52,1560,,,,
23.95170641,0,57,8.752582012,51,1560,,,,
23.98373723,0.681477443,59,8.402478731,50,1560,,,,
24.01583505,0,57,8.402478731,50,1560,,,,
24.0478456,0,57,7.70227217,48,1560,,,,
24.07981944,-0.681477443,55,8.402478731,50,1560,,,,
24.11207604,0,57,9.452788573,53,1560,,,,
24.14389992,-0.340738722,56,9.102685292,52,1560,,,,
24.17610335,-0.340738722,56,8.752582012,51,1500,,,,
24.20791888,0,57,8.752582012,51,1560,,,,
24.23982978,0,57,8.402478731,50,1560,,,,
24.27179933,-0.340738722,56,9.102685292,52,1560,,,,
24.30406761,0,57,8.752582012,51,1560,,,,
24.33581471,0,57,8.052375451,49,1560,,,,
24.36784554,0,57,7.70227217,48,1560,,,,
24.39987636,-0.340738722,56,7.35216889,47,1560,,,,
24.43190622,0.681477443,59,8.052375451,49,1560,,,,
24.46394467,-0.681477443,55,8.752582012,51,1560,,,,
24.49613857,0,57,9.102685292,52,1560,,,,
24.52814412,0,57,9.452788573,53,1500,,,,
24.5604279,0.340738722,58,8.402478731,50,1560,,,,
24.59260631,0,57,8.752582012,51,1560,,,,
24.62452316,0.340738722,58,8.402478731,50,1560,,,,
24.65628028,0,57,7.70227217,48,1560,,,,
24.69012332,0,57,9.802891853,54,1560,,,,
24.72060227,-0.340738722,56,9.102685292,52,1560,,,,
24.75237608,0.681477443,59,8.402478731,50,1560,,,,
24.78437662,0.681477443,59,8.402478731,50,1560,,,,
24.81637979,0,57,7.35216889,47,1560,,,,
24.84844923,0.340738722,58,8.402478731,50,1560,,,,
24.88070726,-0.340738722,56,8.052375451,49,1620,,,,
24.91245484,-0.340738722,56,8.052375451,49,1500,,,,
24.94440722,0,57,9.802891853,54,1560,,,,
24.97653532,0,57,9.102685292,52,1500,,,,
25.00854206,0.340738722,58,8.402478731,50,1560,,,,
25.040416,0,57,8.402478731,50,1560,,,,
25.07273817,0.340738722,58,9.102685292,52,1560,,,,
25.10460711,0.340738722,58,8.752582012,51,1560,,,,
25.13663363,-0.681477443,55,9.102685292,52,1560,,,,
25.16834474,0,57,9.452788573,53,1560,,,,
25.20037532,0,57,8.752582012,51,1560,,,,
25.23240614,0,57,8.402478731,50,1500,,,,
25.26443696,-0.340738722,56,8.402478731,50,1620,,,,
25.29696774,0,57,9.102685292,52,1560,,,,
25.32900667,0,57,9.102685292,52,1560,,,,
25.36052918,0.340738722,58,8.752582012,51,1620,,,,
25.39256954,0,57,8.052375451,49,1560,,,,
25.42483187,0.340738722,58,7.35216889,47,1560,,,,
25.45686293,-0.681477443,55,8.402478731,50,1560,,,,
25.49088883,0.340738722,58,9.102685292,52,1620,,,,
25.53695488,0,57,8.402478731,50,1620,,,,
25.56901741,0.681477443,59,9.452788573,53,1560,,,,
25.61654663,0.340738722,58,8.052375451,49,1560,,,,
25.64903188,0,57,7.70227217,48,1560,,,,
25.68115187,0,57,7.35216889,47,1560,,,,
25.71290064,1.022216165,60,8.752582012,51,1560,,,,
25.74508262,0,57,8.752582012,51,1560,,,,
25.77692389,0,57,9.102685292,52,1560,,,,
25.80907393,0.340738722,58,8.752582012,51,1620,,,,
25.84110212,0,57,10.15299513,55,1560,,,,
25.87316251,0.340738722,58,8.752582012,51,1560,,,,
25.90510464,0,57,8.402478731,50,1560,,,,
