Time Since Start, Startboard, Port, Front, Back, RPM 
40.75513935,25,82,93,1,7620
40.78639531,24,82,71,1,7620
40.81764197,26,84,80,1,7620
40.84894156,25,83,88,1,7740
40.88019514,25,84,68,2,7500
40.91144729,26,81,87,0,7620
40.94269896,25,85,84,1,7500
40.97395277,26,83,69,1,7620
41.00520468,25,85,91,2,7620
41.03645635,25,82,76,2,7620
41.0676856,25,84,74,0,7620
41.09896231,25,85,92,1,7740
41.13021445,25,83,70,1,7620
41.1614666,25,84,79,1,7620
41.19272041,25,82,89,1,7620
41.22397161,25,85,68,1,7740
41.25522542,25,83,87,1,7740
41.28645754,25,86,84,1,7620
41.33331227,25,82,68,1,7500
41.3489821,25,84,92,1,7740
41.39581132,25,85,77,1,7740
41.42707181,25,84,74,1,7620
41.45832181,25,83,93,1,7740
41.48961806,25,82,71,1,7620
41.52087092,25,85,80,1,7620
41.55209923,27,83,90,0,7620
41.5833354,25,85,68,1,7740
41.61462975,25,81,87,0,7620
41.6458807,25,84,84,2,7620
41.67713332,25,84,69,1,7740
41.70838737,25,85,92,1,7500
41.73963904,25,83,77,1,7620
41.77089262,25,82,73,0,7620
41.80211973,25,85,93,0,7620
41.83337474,25,83,72,1,7620
41.86464834,25,84,80,1,7740
41.89590168,25,81,90,1,7620
41.92715383,25,84,68,1,7620
41.95840669,25,84,86,1,7740
42.00523567,25,85,84,1,7740
42.03649211,25,83,69,0,7620
42.06774426,25,82,92,0,7620
42.09900045,25,85,77,1,7620
42.13029647,26,83,73,0,7620
42.16154838,24,83,92,1,7620
42.192801,25,81,71,1,7740
42.22405291,25,84,80,1,7740
42.25530529,25,83,91,1,7620
42.28653741,25,85,69,2,7620
42.31778765,25,82,86,1,7620
42.3490634,24,84,84,1,7740
42.38031554,25,84,68,1,7620
42.41156864,25,84,92,1,7740
42.44282269,25,82,77,1,7620
42.47407365,25,82,73,1,7620
42.50532627,25,84,92,1,7740
42.53656101,25,83,72,2,7740
42.56781244,25,85,80,1,7620
42.59908271,25,81,90,1,7620
42.64591241,25,84,64,2,7740
42.67717052,25,84,86,1,7620
42.72404385,25,85,85,1,7620
42.75530267,25,83,68,0,7620
42.78657866,25,81,91,0,7620
42.81783366,26,85,78,1,7620
42.84910297,25,83,73,1,7620
42.88035631,25,85,92,1,7500
42.91160941,25,83,72,1,7620
42.94286203,25,84,79,1,7740
42.97411394,25,84,91,1,7620
43.00536585,25,86,69,1,7620
43.03661823,25,83,86,1,7740
43.06785107,25,83,84,1,7740
43.09912372,25,84,68,1,7620
43.13037562,25,83,90,1,7620
43.16161084,25,83,78,1,7620
43.1928823,25,82,73,1,7620
43.22413468,25,85,92,1,7620
43.25538635,25,83,72,1,7620
43.30221534,25,85,79,1,7620
43.33347273,25,82,91,1,7620
43.36472416,25,84,68,1,7500
43.39600158,25,84,86,1,7740
43.42727518,25,84,86,1,7740
43.4585278,25,83,66,1,7620
43.48978114,25,81,90,0,7620
43.52103376,25,84,79,1,7740
43.55226159,25,83,73,1,7620
43.58351374,25,85,93,2,7620
43.61479187,25,81,72,1,7740
43.64604354,25,83,79,1,7620
43.67729259,25,84,91,1,7620
43.70853019,25,85,68,1,7620
43.73980021,26,83,86,1,7620
43.77105379,25,82,86,1,7620
43.80228138,25,85,69,2,7620
43.83353543,25,84,92,1,7620
43.86481404,25,84,79,2,7740
43.89606357,25,81,72,1,7500
43.94290066,25,84,92,1,7620
43.97415662,25,83,73,1,7740
44.00541496,25,85,78,2,7620
44.03667688,26,82,92,0,7620
44.06792831,25,81,69,1,7740
44.09916425,25,84,85,1,7620
44.1304574,25,83,86,1,7620
44.16170907,25,83,68,1,7620
44.19296217,25,81,91,0,7620
44.22421503,25,84,79,1,7620
44.25546718,25,83,72,1,7620
44.28671932,26,86,93,2,7620
44.31794882,26,82,72,1,7620
44.34920454,25,84,78,1,7740
44.38047743,25,85,91,1,7620
44.41173029,25,84,69,1,7620
44.4429822,25,82,85,1,7620
44.47423553,25,81,86,1,7620
44.50548673,25,84,68,2,7620
44.53673983,25,83,91,1,7740
44.58357286,25,85,79,2,7620
44.61482191,26,82,71,1,7620
44.6460793,25,84,93,1,7740
44.67733502,25,84,72,1,7620
44.70860863,25,85,77,1,7500
44.73988152,26,82,91,1,7740
44.77113366,25,82,68,1,7620
44.8023665,26,85,85,1,7740
44.83359218,25,82,86,1,7740
44.86489129,25,84,68,2,7620
44.89614391,25,81,90,0,7740
44.9273963,25,84,81,1,7740
44.95864892,25,84,70,1,7740
44.98990178,25,86,93,1,7740
45.02110744,25,82,74,1,7620
45.05240703,25,83,76,1,7740
45.08363962,26,84,92,1,7620
45.11491251,25,83,68,2,7500
45.14616442,25,83,84,1,7740
45.17741704,25,82,86,1,7620
45.20866919,25,85,67,2,7740
45.25549817,25,83,89,1,7620
45.28675675,25,85,80,2,7740
45.31801009,25,82,71,0,7920
45.34926248,25,84,92,1,7620
45.38055897,26,84,73,1,7620
45.4118135,25,84,76,1,7620
45.4430635,25,83,91,1,7620
45.4743154,25,82,68,1,7620
45.5055697,25,84,84,1,7620
45.53682017,25,82,87,0,7620
45.56805301,25,85,68,1,7620
45.5992763,25,82,89,1,7620
45.63057804,25,83,81,1,7740
45.66183448,25,84,71,1,7620
45.69308424,25,85,92,1,7620
45.72433591,25,83,73,1,7620
45.75558901,25,82,76,1,7620
45.78684354,24,84,91,1,7620
45.8180697,25,83,69,1,7740
45.84933949,25,85,84,1,7620
45.89617538,25,81,87,1,7620
45.92743278,26,85,68,1,7740
45.95868826,25,83,89,1,7620
45.98993969,25,85,81,2,7740
46.02123713,27,82,71,1,7740
46.05246902,25,83,93,1,7620
46.08371687,25,85,75,1,7620
46.11497283,25,83,77,1,7620
46.14624619,25,83,91,1,7740
46.17749739,25,81,69,1,7620
46.20875072,26,84,83,1,7620
46.24000287,25,83,87,1,7740
46.27125573,25,85,68,2,7620
46.3025074,25,82,89,1,7620
46.33373713,25,84,81,1,7620
46.36497855,26,84,69,1,7620
46.39626598,24,85,93,1,7620
46.42751956,25,83,73,1,7620
46.45877099,25,82,76,0,7620
46.49002314,25,85,92,1,7620
46.53685188,25,83,69,2,7620
46.56811857,25,85,83,2,7620
46.59937692,26,81,87,0,7620
46.63061762,25,84,68,2,7620
46.66191339,25,84,90,1,7740
46.69316459,24,85,82,2,7620
46.72441769,25,82,69,1,7740
46.75566983,26,82,91,0,7620
,,,,,
,3,4,,,
